ref,name,la,sector,type,governance,language,pupils,fsm_eligible,aln_pupils
6802019,Maindee Primary,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,544,33.7,6.3
6802022,Malpas Court Primary,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,239,49.1,16.3
6802027,St. Woolos Primary,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,347,30.2,4.9
6802030,Somerton Primary,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,170,40,14.7
6802039,Glasllwch Primary School,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,243,,3.7
6802043,Malpas Park Jnr & Infts.,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,220,13.7,2.7
6802209,Langstone Primary School,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,340,5.7,3.5
6802224,Llanmartin Junior & Infants,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,132,36.4,11.4
6802236,Marshfield Primary School,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,439,5.3,2.3
6802258,Mount Pleasant Primary,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,261,4.8,
6802276,Rogerstone Primary,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,478,14.5,10.3
6802295,HIGH CROSS PRIMARY SCHOOL,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,256,17.6,2.3
6802300,Pentrepoeth Primary,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,449,6.6,2.7
6802302,Pillgwenlly Primary School,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,724,45.2,8.7
6802314,Ysgol Gymraeg Casnewydd,Newport,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),353,25.9,2.8
6802315,Alway Primary School,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,395,61.1,13.2
6802316,RINGLAND PRIMARY,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,214,53.3,18.2
6802317,Millbrook Primary,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,243,37.7,7.4
6802318,Monnow Primary,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,379,61.6,23.5
6802319,Glan Usk Primary,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,680,22,4.6
6802320,Ysgol Gymraeg Ifor Hael,Newport,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),197,31.9,2.5
6802321,Lliswerry Primary School,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,591,37.4,6.1
6802322,St. Julians Primary School,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,673,33.5,3.3
6802323,Ysgol Gymraeg Bro Teyrnon,Newport,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),202,14.7,3.5
6802324,Caerleon Lodge Hill Primary,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,305,25.4,6.9
6802325,St Andrews Primary School,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,727,35,10.7
6802326,Gaer Primary School,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,467,31.4,6.6
6802327,Tredegar Park Primary,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,426,49.4,5.4
6802328,Jubilee Park Primary School,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,367,5.7,5.4
6802329,Milton Primary School,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,471,54.3,4.9
6802330,Glan Llyn Primary School,Newport,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,478,21.6,7.3
6802331,Ysgol Gymraeg Nant Gwenlli,Newport,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),72,34.9,
6803002,Malpas Church in Wales Primary School,Newport,Primary schools,"Nursery, Infants & Juniors",Voluntary controlled,English medium school / provision,269,14.1,5.9
6803300,St. Davids Primary,Newport,Primary schools,Infants & Juniors,Voluntary aided,English medium school / provision,202,12.9,3.5
6803301,St Josephs R.C. Jnr. & Infts,Newport,Primary schools,Infants & Juniors,Voluntary aided,English medium school / provision,208,11.2,2.9
6803302,St Marys Primary School,Newport,Primary schools,Infants & Juniors,Voluntary aided,English medium school / provision,406,14.9,1.7
6803304,St Michael's RC Primary School,Newport,Primary schools,"Nursery, Infants & Juniors",Voluntary aided,English medium school / provision,246,29.1,2
6803305,St Patricks R.C. Primary,Newport,Primary schools,"Nursery, Infants & Juniors",Voluntary aided,English medium school / provision,240,22.3,
6803306,St. Gabriel's R.C.,Newport,Primary schools,Infants & Juniors,Voluntary aided,English medium school / provision,206,21.6,3.9
6803313,Charles Williams Church In Wales Primary School,Newport,Primary schools,"Nursery, Infants & Juniors",Voluntary aided,English medium school / provision,498,9.7,1.6
6804003,St Julian's School,Newport,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,1433,26.3,11
6804020,The John Frost School,Newport,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,1409,35.3,8
6804021,Llanwern High School,Newport,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,1129,45.6,10.7
6804025,Newport High School,Newport,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,1106,36.5,6.6
6804026,Lliswerry High School,Newport,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,1001,38.3,5.1
6804030,Bassaleg School,Newport,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,1908,9.7,3.5
6804059,Caerleon Comprehensive School,Newport,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,1494,14.5,3.5
6804060,Ysgol Gyfun Gwent Is Coed,Newport,Secondary schools,Secondary (ages 11-19),Community,Welsh medium school / provision (including transitional),526,22.2,5.3
6804602,St Joseph's RC High School,Newport,Secondary schools,Secondary (ages 11-19),Voluntary aided,English medium school / provision,1444,16.9,3.3
6807002,MAES EBBW SCHOOL,Newport,Special schools,Special (with post-16 provision),Special school,Not applicable,158,47.9,100
6807004,Ysgol Bryn Derw,Newport,Special schools,Special (with post-16 provision),Special school,Not applicable,123,47.6,100
6811003,Grangetown Nursery School,Cardiff,Nursery schools,Nursery,Nursery school,Not applicable,118,,8.5
6811017,Tremorfa Nursery School,Cardiff,Nursery schools,Nursery,Nursery school,Not applicable,53,,17
6811018,Ely and Caerau Children's Centre,Cardiff,Nursery schools,Nursery,Nursery school,Not applicable,80,,
6812001,MILLBANK PRIMARY SCHOOL,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,240,38.5,8.3
6812003,Adamsdown Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,339,61,5.9
6812005,Albany Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,359,42.3,6.1
6812009,BADEN POWELL PRIMARY SCHOOL,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,276,57.2,11.2
6812011,Birchgrove Primary School,Cardiff,Primary schools,Infants & Juniors,Community,English medium school / provision,369,9.3,2.7
6812015,Trelai Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,308,71.3,12
6812017,Fairwater Primary School,Cardiff,Primary schools,Infants & Juniors,Community,English medium school / provision,144,44.9,5.6
6812019,Gabalfa Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,222,48.8,4.5
6812031,Kitchener Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,439,28.4,6.8
6812033,Lansdowne Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,272,43.3,12.1
6812037,Moorland Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,391,51.5,14.3
6812039,Radnor Primary School,Cardiff,Primary schools,Infants & Juniors,Community,English medium school / provision,214,15.3,5.1
6812041,Rhydypenau Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,474,2.2,3
6812043,Roath Park Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,449,12.8,4.9
6812045,Greenway Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,251,56.7,14.3
6812050,Stacey Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,163,44,9.2
6812052,Ton-Yr-Ywen Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,426,11.1,4.9
6812061,PETER LEA PRIMARY SCHOOL,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,289,48.5,6.2
6812065,Bryn Hafod Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,364,55.3,14
6812069,Pen-Y-Bryn Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,239,41.2,6.7
6812072,Coed Glas Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,449,38.2,16.3
6812074,Lakeside Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,493,5.5,6.1
6812075,PENTREBANE PRIMARY SCHOOL,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,200,64.3,17.5
6812084,Mount Stuart Primary,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,418,43.8,4.5
6812090,LLANISHEN FACH PRIMARY SCHOOL,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,506,11.7,10.5
6812092,RHIWBEINA PRIMARY SCHOOL,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,671,3.3,1.6
6812094,Llanedeyrn Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,224,51.9,18.3
6812096,Springwood Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,275,50.7,29.5
6812101,Ninian Park Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,541,41.4,5.5
6812104,Coryton Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,158,29.1,8.9
6812107,BRYN CELYN PRIMARY SCHOOL,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,187,71.9,8.6
6812111,Ysgol Gynradd Gwaelod-Y-Garth,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,Dual language school / provision (Welsh and English) (including transitional),232,7.8,3.9
6812132,Radyr Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,444,19.8,2.7
6812137,Tongwynlais Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,179,29.5,5.6
6812147,Llysfaen Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,455,2.2,2.6
6812153,Bryn Deri Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,213,11.1,2.3
6812164,Oakfield Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,456,57.7,9
6812166,Ysgol Gymraeg Melin Gruffydd,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),462,3.2,2.6
6812169,Ysgol Y Wern,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),663,5.3,1.7
6812170,YSGOL GYMRAEG COED Y GOF,Cardiff,Primary schools,Infants & Juniors,Community,Welsh medium school / provision (including transitional),184,47.6,13.6
6812171,Ysgol Bro Eirwg,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),350,24,5.1
6812173,Ysgol Gymraeg Treganna,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),659,6.5,2.4
6812174,Willowbrook Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,416,43.9,6.3
6812175,Pentyrch Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,184,21.4,12
6812176,Thornhill Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,412,15,5.1
6812177,Ysgol Pencae,Cardiff,Primary schools,Infants & Juniors,Community,Welsh medium school / provision (including transitional),205,5.7,4.9
6812179,Meadowlane Primary School,Cardiff,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,290,73.5,6.2
